form,data
герба,"герб,NOUN,Inan,Gen,Masc,Sing"
--,"--,PUNCT,None"
ворота,"ворота,NOUN,Inan,Nom,Neut,Plur"
--,"--,PUNCT,None"
выполнены,"выполнить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
из,"из,ADP,None"
камня,"камень,NOUN,Inan,Gen,Masc,Sing"
в,"в,ADP,None"
произвольной,"произвольный,ADJ,Loc,Pos,Fem,Sing"
форме,"форма,NOUN,Inan,Loc,Fem,Sing"
(,"(,PUNCT,None"
в,"в,ADP,None"
действительности,"действительность,NOUN,Inan,Loc,Fem,Sing"
данного,"данный,ADJ,Gen,Pos,Neut,Sing"
архитектурного,"архитектурный,ADJ,Gen,Pos,Neut,Sing"
сооружения,"сооружение,NOUN,Inan,Gen,Neut,Sing"
не,"не,PART,Neg"
существовало,"существовать,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
;,";,PUNCT,None"
выражение,"выражение,NOUN,Inan,Nom,Neut,Sing"
``,"``,PUNCT,None"
Ворота,"ворота,NOUN,Inan,Nom,Neut,Plur"
Кавказа,"Кавказ,PROPN,Inan,Gen,Masc,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
--,"--,PUNCT,None"
аллегория,"аллегория,NOUN,Inan,Nom,Fem,Sing"
),"),PUNCT,None"
.,".,PUNCT,None"
Население,"население,NOUN,Inan,Nom,Neut,Sing"
по,"по,ADP,None"
переписи,"перепись,NOUN,Inan,Gen,Fem,Sing"
2001,"2001,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
составляло,"составлять,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
417,"417,NUM,Nom,Card"
человек,"человек,NOUN,Anim,Gen,Masc,Plur"
.,".,PUNCT,None"
До,"до,ADP,None"
этого,"это,PRON,Inan,Gen,Neut,Sing"
гости,"гость,NOUN,Anim,Nom,Masc,Plur"
и,"и,CCONJ,None"
гостиная,"гостиный,ADJ,Nom,Pos,Fem,Sing"
сотня,"сотня,NOUN,Inan,Nom,Fem,Sing"
составляли,"составлять,VERB,Imp,Ind,Plur,Past,Fin,Act"
единое,"единый,ADJ,Acc,Pos,Neut,Sing"
сословие,"сословие,NOUN,Inan,Acc,Neut,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
итоге,"итог,NOUN,Inan,Loc,Masc,Sing"
в,"в,ADP,None"
1018,"1018,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
Санчо,"Санчо,PROPN,Anim,Nom,Masc,Sing"
III,"III,ADJ,Nom,Pos,Masc,Sing"
Наваррский,"наваррский,ADJ,Nom,Pos,Masc,Sing"
занял,"занять,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
центральную,"центральный,ADJ,Acc,Pos,Fem,Sing"
часть,"часть,NOUN,Inan,Acc,Fem,Sing"
графства,"графство,NOUN,Inan,Gen,Neut,Sing"
",",",,PUNCT,None"
где,"где,ADV,None"
разбив,"разбить,VERB,Perf,Past,Conv,Act"
мавров,"мавр,NOUN,Anim,Acc,Masc,Plur"
",",",,PUNCT,None"
вторгшихся,"вторгнуться,VERB,Anim,Perf,Acc,Plur,Past,Part,Act"
в,"в,ADP,None"
Рибагорсу,"Рибагорса,PROPN,Inan,Acc,Fem,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
период,"период,NOUN,Inan,Acc,Masc,Sing"
с,"с,ADP,None"
31,"31,ADJ,Gen,Pos,Neut,Sing"
декабря,"декабрь,NOUN,Inan,Gen,Masc,Sing"
2006,"2006,ADJ,Gen,Pos,Masc,Sing"
по,"по,ADP,None"
31,"31,ADJ,Acc,Pos,Neut,Sing"
декабря,"декабрь,NOUN,Inan,Gen,Masc,Sing"
2007,"2007,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
Аэропорт,"аэропорт,NOUN,Inan,Nom,Masc,Sing"
Гуиннер,"Гуиннер,PROPN,Inan,Nom,Masc,Sing"
имени,"имя,NOUN,Inan,Gen,Neut,Sing"
Роджера,"Роджер,PROPN,Anim,Gen,Masc,Sing"
Мелро,"Мелро,PROPN,Anim,Gen,Masc,Sing"
обработал,"обработать,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
4120,"4120,NUM,Acc,Card"
операций,"операция,NOUN,Inan,Gen,Fem,Plur"
взлётов,"взлет,NOUN,Inan,Gen,Masc,Plur"
и,"и,CCONJ,None"
посадок,"посадка,NOUN,Inan,Gen,Fem,Plur"
воздушных,"воздушный,ADJ,Gen,Pos,Plur"
судов,"судно,NOUN,Inan,Gen,Neut,Plur"
(,"(,PUNCT,None"
в,"в,ADP,None"
среднем,"среднее,NOUN,Inan,Loc,Neut,Sing"
11,"11,NUM,Nom,Card"
операций,"операция,NOUN,Inan,Gen,Fem,Plur"
ежедневно,"ежедневно,ADV,Pos"
),"),PUNCT,None"
",",",,PUNCT,None"
из,"из,ADP,None"
которых,"который,PRON,Inan,Gen,Plur"
51,"51,NUM,Inan,Nom,Masc,Sing,Card"
%,"процент-знак,SYM,None"
пришлось,"прийтись,VERB,Perf,Neut,Ind,Sing,Past,Fin,Mid"
на,"на,ADP,None"
рейсы,"рейс,NOUN,Inan,Acc,Masc,Plur"
аэротакси,"аэротакси,NOUN,Inan,Gen,Neut,Sing"
",",",,PUNCT,None"
49,"49,NUM,Nom,Card"
%,"процент-знак,SYM,None"
составила,"составить,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
авиация,"авиация,NOUN,Inan,Nom,Fem,Sing"
общего,"общий,ADJ,Gen,Pos,Neut,Sing"
назначения,"назначение,NOUN,Inan,Gen,Neut,Sing"
и,"и,CCONJ,None"
меньше,"мало,ADV,Cmp"
1,"1,NUM,Inan,Gen,Masc,Sing,Card"
%,"процент-знак,SYM,None"
заняли,"занять,VERB,Perf,Ind,Plur,Past,Fin,Act"
рейсы,"рейс,NOUN,Inan,Nom,Masc,Plur"
военной,"военный,ADJ,Gen,Pos,Fem,Sing"
авиации,"авиация,NOUN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Да́тский,"датский,ADJ,Nom,Pos,Masc,Sing"
проли́в,"пролив,NOUN,Inan,Nom,Masc,Sing"
--,"--,PUNCT,None"
пролив,"пролив,NOUN,Inan,Nom,Masc,Sing"
между,"между,ADP,None"
островами,"остров,NOUN,Inan,Ins,Masc,Plur"
Гренландия,"Гренландия,PROPN,Inan,Nom,Fem,Sing"
и,"и,CCONJ,None"
Исландия,"Исландия,PROPN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
Поставленная,"поставить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Part,Pass"
комиссии,"комиссия,NOUN,Inan,Dat,Fem,Sing"
задача,"задача,NOUN,Inan,Nom,Fem,Sing"
предусматривала,"предусматривать,VERB,Imp,Fem,Ind,Sing,Past,Fin,Act"
изучение,"изучение,NOUN,Inan,Acc,Neut,Sing"
имеющихся,"иметься,VERB,Inan,Imp,Gen,Plur,Past,Part,Act"
зарубежных,"зарубежный,ADJ,Gen,Pos,Plur"
данных,"данные,NOUN,Inan,Gen,Neut,Plur"
о,"о,ADP,None"
строительстве,"строительство,NOUN,Inan,Loc,Neut,Sing"
полуподводных,"полуподводный,ADJ,Gen,Pos,Plur"
миноносцев,"миноносец,NOUN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
проектирование,"проектирование,NOUN,Inan,Nom,Neut,Sing"
и,"и,CCONJ,None"
постройка,"постройка,NOUN,Inan,Nom,Fem,Sing"
погружающегося,"погружаться,VERB,Inan,Imp,Gen,Neut,Sing,Pres,Part,Act"
судна,"судно,NOUN,Inan,Gen,Neut,Sing"
для,"для,ADP,None"
береговой,"береговой,ADJ,Gen,Pos,Fem,Sing"
обороны,"оборона,NOUN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Через,"через,ADP,None"
округ,"округ,NOUN,Inan,Acc,Masc,Sing"
Джайпур,"Джайпур,PROPN,Inan,Acc,Masc,Sing"
протекают,"протекать,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
реки,"река,NOUN,Inan,Nom,Fem,Plur"
Банас,"Банас,PROPN,Inan,Nom,Masc,Sing"
и,"и,CCONJ,None"
Банганга,"Банганга,PROPN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
Кроме,"кроме,ADP,None"
того,"то,PRON,Inan,Gen,Neut,Sing"
",",",,PUNCT,None"
в,"в,ADP,None"
связи,"связь,NOUN,Inan,Loc,Fem,Sing"
с,"с,ADP,None"
тем,"то,PRON,Inan,Ins,Neut,Sing"
",",",,PUNCT,None"
что,"что,SCONJ,None"
гидрокарбонат,"гидрокарбонат,NOUN,Inan,Nom,Masc,Sing"
натрия,"натрий,NOUN,Inan,Gen,Masc,Sing"
не,"не,PART,Neg"
поступает,"поступать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
обратно,"обратно,ADV,Pos"
в,"в,ADP,None"
кровь,"кровь,NOUN,Inan,Acc,Fem,Sing"
на,"на,ADP,None"
пополнение,"пополнение,NOUN,Inan,Acc,Neut,Sing"
щелочных,"щелочной,ADJ,Gen,Pos,Plur"
резервов,"резерв,NOUN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
развивается,"развиваться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
сильнейший,"сильнейший,ADJ,Nom,Pos,Masc,Sing"
ацидоз,"ацидоз,NOUN,Inan,Nom,Masc,Sing"
",",",,PUNCT,None"
а,"а,CCONJ,None"
в,"в,ADP,None"
условиях,"условие,NOUN,Inan,Loc,Neut,Plur"
ацидоза,"ацидоз,NOUN,Inan,Gen,Masc,Sing"
действие,"действие,NOUN,Inan,Nom,Neut,Sing"
диакарба,"диакарб,NOUN,Inan,Gen,Masc,Sing"
прекращается,"прекращаться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
.,".,PUNCT,None"
На,"на,ADP,None"
участке,"участок,NOUN,Inan,Loc,Masc,Sing"
отремонтированы,"отремонтировать,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
все,"весь,DET,Nom,Plur"
станции,"станция,NOUN,Inan,Nom,Fem,Plur"
и,"и,CCONJ,None"
модернизированы,"модернизировать,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
вокзалы,"вокзал,NOUN,Inan,Nom,Masc,Plur"
с,"с,ADP,None"
учетом,"учет,NOUN,Inan,Ins,Masc,Sing"
современных,"современный,ADJ,Gen,Pos,Plur"
требований,"требование,NOUN,Inan,Gen,Neut,Plur"
.,".,PUNCT,None"
Уильям,"Уильям,PROPN,Anim,Nom,Masc,Sing"
Дуглас,"Дуглас,PROPN,Anim,Nom,Masc,Sing"
был,"быть,AUX,Imp,Masc,Ind,Sing,Past,Fin"
губернатором,"губернатор,NOUN,Anim,Ins,Masc,Sing"
Берика,"Берик,PROPN,Inan,Gen,Masc,Sing"
в,"в,ADP,None"
период,"период,NOUN,Inan,Acc,Masc,Sing"
вторжений,"вторжение,NOUN,Inan,Gen,Neut,Plur"
английского,"английский,ADJ,Gen,Pos,Masc,Sing"
короля,"король,NOUN,Anim,Gen,Masc,Sing"
Эдуарда,"Эдуард,PROPN,Anim,Gen,Masc,Sing"
I,"I,ADJ,Gen,Pos,Masc,Sing"
в,"в,ADP,None"
Шотландию,"Шотландия,PROPN,Inan,Acc,Fem,Sing"
.,".,PUNCT,None"
Известность,"известность,NOUN,Inan,Acc,Fem,Sing"
получил,"получить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
также,"также,PART,None"
еврейский,"еврейский,ADJ,Nom,Pos,Masc,Sing"
партизанский,"партизанский,ADJ,Nom,Pos,Masc,Sing"
отряд,"отряд,NOUN,Inan,Nom,Masc,Sing"
106,"106,NUM,Nom,Card"
Шолома,"Шолом,PROPN,Anim,Gen,Masc,Sing"
Зорина,"Зорин,PROPN,Anim,Gen,Masc,Sing"
",",",,PUNCT,None"
насчитывавший,"насчитывать,VERB,Inan,Imp,Nom,Masc,Sing,Pres,Part,Act"
600,"600,NUM,Acc,Card"
человек,"человек,NOUN,Anim,Gen,Masc,Plur"
",",",,PUNCT,None"
в,"в,ADP,None"
том,"тот,DET,Loc,Neut,Sing"
числе,"число,NOUN,Inan,Loc,Neut,Sing"
137,"137,NUM,Nom,Card"
--,"--,PUNCT,None"
боевая,"боевой,ADJ,Nom,Pos,Fem,Sing"
рота,"рота,NOUN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
остальные,"остальной,ADJ,Nom,Pos,Plur"
гражданские,"гражданский,ADJ,Nom,Pos,Plur"
(,"(,PUNCT,None"
в,"в,ADP,None"
основном,"основное,NOUN,Inan,Loc,Neut,Sing"
женщины,"женщина,NOUN,Anim,Nom,Fem,Plur"
и,"и,CCONJ,None"
дети,"ребенок,NOUN,Anim,Nom,Masc,Plur"
),"),PUNCT,None"
.,".,PUNCT,None"
16,"16,ADJ,Gen,Pos,Neut,Sing"
октября,"октябрь,NOUN,Inan,Gen,Masc,Sing"
2001,"2001,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
епархия,"епархия,NOUN,Inan,Nom,Fem,Sing"
Виджаявады,"Виджаявада,PROPN,Inan,Gen,Masc,Sing"
вошла,"войти,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
в,"в,ADP,None"
митрополию,"митрополия,NOUN,Inan,Acc,Fem,Sing"
Вишакхапатнама,"Вишакхапатнама,PROPN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
Железнодорожный,"железнодорожный,ADJ,Nom,Pos,Masc,Sing"
транспорт,"транспорт,NOUN,Inan,Nom,Masc,Sing"
Аргентины,"Аргентина,PROPN,Inan,Gen,Fem,Sing"
--,"--,PUNCT,None"
железнодорожные,"железнодорожный,ADJ,Nom,Pos,Plur"
линии,"линия,NOUN,Inan,Nom,Fem,Plur"
и,"и,CCONJ,None"
компании,"компания,NOUN,Inan,Nom,Fem,Plur"
на,"на,ADP,None"
территории,"территория,NOUN,Inan,Loc,Fem,Sing"
Аргентины,"Аргентина,PROPN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Ряд,"ряд,NOUN,Inan,Nom,Masc,Sing"
совместных,"совместный,ADJ,Gen,Pos,Plur"
работ,"работа,NOUN,Inan,Gen,Fem,Plur"
участников,"участник,NOUN,Anim,Gen,Masc,Plur"
группы,"группа,NOUN,Inan,Gen,Fem,Sing"
после,"после,ADP,None"
2001,"2001,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
не,"не,PART,Neg"
имеют,"иметь,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
авторства,"авторство,NOUN,Inan,Gen,Neut,Sing"
",",",,PUNCT,None"
начальных,"начальный,ADJ,Gen,Pos,Plur"
и,"и,CCONJ,None"
концевых,"концевой,ADJ,Gen,Pos,Plur"
титров,"титр,NOUN,Inan,Gen,Masc,Plur"
и,"и,CCONJ,None"
маркируются,"маркироваться,VERB,Imp,Ind,Plur,3,Pres,Fin,Mid"
грифом,"гриф,NOUN,Inan,Ins,Masc,Sing"
``,"``,PUNCT,None"
автор,"автор,NOUN,Anim,Nom,Masc,Sing"
неизвестен,"неизвестный,ADJ,Nom,Pos,Masc,Sing,Short"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
.,".,PUNCT,None"
Крупных,"крупный,ADJ,Gen,Pos,Plur"
озёр,"озеро,NOUN,Inan,Gen,Neut,Plur"
нет,"нет,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
",",",,PUNCT,None"
но,"но,CCONJ,None"
в,"в,ADP,None"
альпийском,"альпийский,ADJ,Loc,Pos,Masc,Sing"
и,"и,CCONJ,None"
горно-таёжном,"горно-таежный,ADJ,Loc,Pos,Masc,Sing"
поясах,"пояс,NOUN,Inan,Loc,Masc,Plur"
в,"в,ADP,None"
истоках,"исток,NOUN,Inan,Loc,Masc,Plur"
почти,"почти,ADV,Pos"
всех,"весь,DET,Gen,Plur"
рек,"река,NOUN,Inan,Gen,Fem,Plur"
встречаются,"встречаться,VERB,Imp,Ind,Plur,3,Pres,Fin,Mid"
озёра,"озеро,NOUN,Inan,Nom,Neut,Plur"
",",",,PUNCT,None"
в,"в,ADP,None"
основном,"основное,NOUN,Inan,Loc,Neut,Sing"
ледникового,"ледниковый,ADJ,Gen,Pos,Neut,Sing"
происхождения,"происхождение,NOUN,Inan,Gen,Neut,Sing"
:,":,PUNCT,None"
каровые,"каровый,ADJ,Nom,Pos,Plur"
",",",,PUNCT,None"
моренно-подпрудные,"моренно-подпрудный,ADJ,Nom,Pos,Plur"
или,"или,CCONJ,None"
рождённые,"родить,VERB,Inan,Perf,Nom,Plur,Past,Part,Pass"
горными,"горный,ADJ,Ins,Pos,Plur"
обвалами,"обвал,NOUN,Inan,Ins,Masc,Plur"
.,".,PUNCT,None"
По,"по,ADP,None"
данным,"данные,NOUN,Inan,Dat,Neut,Plur"
государственного,"государственный,ADJ,Gen,Pos,Masc,Sing"
водного,"водный,ADJ,Gen,Pos,Masc,Sing"
реестра,"реестр,NOUN,Inan,Gen,Masc,Sing"
России,"Россия,PROPN,Inan,Gen,Fem,Sing"
относится,"относиться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
к,"к,ADP,None"
Верхнеобскому,"верхнеобский,ADJ,Dat,Pos,Masc,Sing"
бассейновому,"бассейновый,ADJ,Dat,Pos,Masc,Sing"
округу,"округ,NOUN,Inan,Dat,Masc,Sing"
",",",,PUNCT,None"
водохозяйственный,"водохозяйственный,ADJ,Nom,Pos,Masc,Sing"
участок,"участок,NOUN,Inan,Nom,Masc,Sing"
реки,"река,NOUN,Inan,Gen,Fem,Sing"
--,"--,PUNCT,None"
Катунь,"Катунь,PROPN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
речной,"речной,ADJ,Nom,Pos,Masc,Sing"
подбассейн,"подбассейн,NOUN,Inan,Nom,Masc,Sing"
реки,"река,NOUN,Inan,Gen,Fem,Sing"
--,"--,PUNCT,None"
Бия,"Бия,PROPN,Inan,Nom,Fem,Sing"
и,"и,CCONJ,None"
Катунь,"Катунь,PROPN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
Издавались,"издаваться,VERB,Imp,Ind,Plur,Past,Fin,Mid"
книги,"книга,NOUN,Inan,Nom,Fem,Plur"
массовыми,"массовый,ADJ,Ins,Pos,Plur"
тиражами,"тираж,NOUN,Inan,Ins,Masc,Plur"
",",",,PUNCT,None"
в,"в,ADP,None"
бумажной,"бумажный,ADJ,Loc,Pos,Fem,Sing"
обложке,"обложка,NOUN,Inan,Loc,Fem,Sing"
уменьшенного,"уменьшенный,ADJ,Gen,Pos,Masc,Sing"
формата,"формат,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Пакет,"пакет,NOUN,Inan,Nom,Masc,Sing"
из,"из,ADP,None"
металлизированного,"металлизированный,ADJ,Gen,Pos,Masc,Sing"
полиэтилена,"полиэтилен,NOUN,Inan,Gen,Masc,Sing"
с,"с,ADP,None"
нанесённой,"нанести,VERB,Inan,Perf,Ins,Fem,Sing,Past,Part,Pass"
инструкцией,"инструкция,NOUN,Inan,Ins,Fem,Sing"
.,".,PUNCT,None"
Судислав,"Судислав,PROPN,Anim,Nom,Masc,Sing"
Владимирович,"Владимирович,PROPN,Anim,Nom,Masc,Sing"
был,"быть,AUX,Imp,Masc,Ind,Sing,Past,Fin"
высажен,"высадить,VERB,Anim,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
Ярославичами,"Ярославич,PROPN,Anim,Ins,Masc,Plur"
из,"из,ADP,None"
поруба,"поруб,NOUN,Inan,Gen,Masc,Sing"
в,"в,ADP,None"
1059,"1059,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
",",",,PUNCT,None"
они,"они,PRON,Nom,Plur,3"
взяли,"взять,VERB,Perf,Ind,Plur,Past,Fin,Act"
с,"с,ADP,None"
него,"он,PRON,Gen,Masc,Sing,3"
присягу,"присяга,NOUN,Inan,Acc,Fem,Sing"
и,"и,CCONJ,None"
постригли,"постричь,VERB,Perf,Ind,Plur,Past,Fin,Act"
в,"в,ADP,None"
монахи,"монах,NOUN,Anim,Acc,Masc,Plur"
",",",,PUNCT,None"
умер,"умереть,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
он,"он,PRON,Nom,Masc,Sing,3"
в,"в,ADP,None"
1063,"1063,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
.,".,PUNCT,None"
Интеркаля́рная,"интеркалярный,ADJ,Nom,Pos,Fem,Sing"
меристе́ма,"меристема,NOUN,Inan,Nom,Fem,Sing"
--,"--,PUNCT,None"
активно,"активно,ADV,Pos"
растущие,"расти,VERB,Inan,Imp,Nom,Plur,Pres,Part,Act"
меристематические,"меристематический,ADJ,Nom,Pos,Plur"
участки,"участок,NOUN,Inan,Nom,Masc,Plur"
",",",,PUNCT,None"
расположенные,"расположить,VERB,Inan,Perf,Nom,Plur,Past,Part,Pass"
большей,"больший,ADJ,Ins,Pos,Fem,Sing"
частью,"часть,NOUN,Inan,Ins,Fem,Sing"
у,"у,ADP,None"
основания,"основание,NOUN,Inan,Gen,Neut,Sing"
стеблевых,"стеблевой,ADJ,Gen,Pos,Plur"
междоузлий,"междоузлие,NOUN,Inan,Gen,Neut,Plur"
между,"между,ADP,None"
зонами,"зона,NOUN,Inan,Ins,Fem,Plur"
дифференцированных,"дифференцированный,ADJ,Gen,Pos,Plur"
тканей,"ткань,NOUN,Inan,Gen,Fem,Plur"
.,".,PUNCT,None"
Несмотря,"несмотря,ADV,Pos"
на,"на,ADP,None"
свою,"свой,DET,Acc,Fem,Sing"
глухоту,"глухота,NOUN,Inan,Acc,Fem,Sing"
он,"он,PRON,Nom,Masc,Sing,3"
хороший,"хороший,ADJ,Nom,Pos,Masc,Sing"
барабанщик,"барабанщик,NOUN,Anim,Nom,Masc,Sing"
.,".,PUNCT,None"
Кайва,"кайва,NOUN,Inan,Nom,Fem,Sing"
(,"(,PUNCT,None"
Caingua,"caingua,X,Yes"
",",",,PUNCT,None"
Caiua,"caiua,X,Yes"
",",",,PUNCT,None"
Caiwa,"caiwa,X,Yes"
",",",,PUNCT,None"
Cayua,"cayua,X,Yes"
",",",,PUNCT,None"
Kaiova,"kaiova,X,Yes"
",",",,PUNCT,None"
Kaiowá,"kaiowá,X,Yes"
",",",,PUNCT,None"
Kaiwá,"kaiwá,X,Yes"
",",",,PUNCT,None"
Kayova,"kayova,X,Yes"
),"),PUNCT,None"
--,"--,PUNCT,None"
язык,"язык,NOUN,Inan,Nom,Masc,Sing"
гуарани,"гуарани,NOUN,Inan,Nom,Neut,Plur"
",",",,PUNCT,None"
на,"на,ADP,None"
котором,"который,PRON,Inan,Loc,Masc,Sing"
говорит,"говорить,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
народ,"народ,NOUN,Inan,Nom,Masc,Sing"
кайва,"кайва,NOUN,Inan,Nom,Fem,Sing"
(,"(,PUNCT,None"
гуарани,"гуарани,NOUN,Inan,Nom,Neut,Plur"
-,"-,PUNCT,None"
кайува,"кайува,NOUN,Inan,Nom,Fem,Sing"
),"),PUNCT,None"
в,"в,ADP,None"
провинции,"провинция,NOUN,Inan,Loc,Fem,Sing"
Мату,"Мату,X,Yes"
-,"-,PUNCT,None"
Гросу,"гросу,X,Yes"
-,"-,PUNCT,None"
ду,"ду,X,Yes"
-,"-,PUNCT,None"
Сул,"Сул,X,Yes"
около,"около,ADP,None"
рек,"река,NOUN,Inan,Gen,Fem,Plur"
Апа,"Апа,PROPN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
Дурадос,"Дурадос,PROPN,Inan,Nom,Masc,Sing"
